States and selected areas:  Employment status of the civilian noninstitutional population,;;;;;;;;;;
January 1976 to date, seasonally adjusted;;;;;;;;;;
;;;;;;;;;;
FIPS Code;State and area;Period;;Civilian non-institutional population;Civilian labor force;;;;;
26;Michigan;1997;04;7 393 579   ;4 934 959   ;66,7   ;4 721 344   ;63,9   ;213 615   ;4,3   
27;Minnesota;1997;04;3 575 285   ;2 668 227   ;74,6   ;2 577 907   ;72,1   ;90 320   ;3,4   
28;Mississippi;1997;04;2 041 966   ;1 270 737   ;62,2   ;1 198 932   ;58,7   ;71 805   ;5,7   
29;Missouri;1997;04;4 124 177   ;2 921 364   ;70,8   ;2 797 333   ;67,8   ;124 031   ;4,2   
30;Montana;1997;04;672 032   ;450 895   ;67,1   ;426 879   ;63,5   ;24 016   ;5,3   
31;Nebraska;1997;04;1 255 451   ;919 624   ;73,3   ;896 342   ;71,4   ;23 282   ;2,5   
32;Nevada;1997;04;1 340 454   ;932 467   ;69,6   ;891 405   ;66,5   ;41 062   ;4,4   
33;New Hampshire;1997;04;905 424   ;646 439   ;71,4   ;623 855   ;68,9   ;22 584   ;3,5   
34;New Jersey;1997;04;6 289 685   ;4 266 430   ;67,8   ;4 037 673   ;64,2   ;228 757   ;5,4   
35;New Mexico;1997;04;1 295 677   ;819 252   ;63,2   ;765 723   ;59,1   ;53 529   ;6,5   
36;New York;1997;04;14 275 118   ;8 986 277   ;63,0   ;8 394 265   ;58,8   ;592 012   ;6,6   
51000;New York city;1997;04;6 003 841   ;3 500 572   ;58,3   ;3 154 262   ;52,5   ;346 310   ;9,9   
37;North Carolina;1997;04;5 806 863   ;3 986 585   ;68,7   ;3 835 700   ;66,1   ;150 885   ;3,8   
38;North Dakota;1997;04;485 335   ;351 828   ;72,5   ;341 570   ;70,4   ;10 258   ;2,9   
39;Ohio;1997;04;8 540 785   ;5 684 780   ;66,6   ;5 414 520   ;63,4   ;270 260   ;4,8   
40;Oklahoma;1997;04;2 503 614   ;1 605 364   ;64,1   ;1 539 051   ;61,5   ;66 313   ;4,1   
41;Oregon;1997;04;2 535 804   ;1 739 713   ;68,6   ;1 639 208   ;64,6   ;100 505   ;5,8   
42;Pennsylvania;1997;04;9 415 681   ;6 049 559   ;64,2   ;5 728 804   ;60,8   ;320 755   ;5,3   
44;Rhode Island;1997;04;792 967   ;525 376   ;66,3   ;497 993   ;62,8   ;27 383   ;5,2   
45;South Carolina;1997;04;2 887 061   ;1 911 093   ;66,2   ;1 814 802   ;62,9   ;96 291   ;5,0   
46;South Dakota;1997;04;547 817   ;392 498   ;71,6   ;380 915   ;69,5   ;11 583   ;3,0   
47;Tennessee;1997;04;4 205 367   ;2 782 739   ;66,2   ;2 630 973   ;62,6   ;151 766   ;5,5   
48;Texas;1997;04;14 288 919   ;9 890 605   ;69,2   ;9 345 189   ;65,4   ;545 416   ;5,5   
49;Utah;1997;04;1 483 461   ;1 064 392   ;71,8   ;1 031 264   ;69,5   ;33 128   ;3,1   
50;Vermont;1997;04;457 145   ;325 933   ;71,3   ;312 721   ;68,4   ;13 212   ;4,1   
51;Virginia;1997;04;5 103 233   ;3 444 586   ;67,5   ;3 297 920   ;64,6   ;146 666   ;4,3   
53;Washington;1997;04;4 255 402   ;2 960 879   ;69,6   ;2 811 015   ;66,1   ;149 864   ;5,1   
54;West Virginia;1997;04;1 436 131   ;796 690   ;55,5   ;741 420   ;51,6   ;55 270   ;6,9   
55;Wisconsin;1997;04;3 980 083   ;2 957 095   ;74,3   ;2 848 652   ;71,6   ;108 443   ;3,7   
56;Wyoming;1997;04;364 890   ;253 654   ;69,5   ;241 142   ;66,1   ;12 512   ;4,9   
01;Alabama;1997;05;3 305 385   ;2 132 016   ;64,5   ;2 023 465   ;61,2   ;108 551   ;5,1   
02;Alaska;1997;05;423 233   ;313 056   ;74,0   ;290 215   ;68,6   ;22 841   ;7,3   
04;Arizona;1997;05;3 570 757   ;2 298 135   ;64,4   ;2 192 966   ;61,4   ;105 169   ;4,6   
05;Arkansas;1997;05;1 960 648   ;1 244 981   ;63,5   ;1 179 951   ;60,2   ;65 030   ;5,2   
06;California;1997;05;23 767 146   ;15 743 525   ;66,2   ;14 733 392   ;62,0   ;1 010 133   ;6,4   
037;Los Angeles County;1997;05;6 743 800   ;4 406 121   ;65,3   ;4 096 097   ;60,7   ;310 024   ;7,0   
08;Colorado;1997;05;3 033 998   ;2 203 618   ;72,6   ;2 128 448   ;70,2   ;75 170   ;3,4   
09;Connecticut;1997;05;2 565 214   ;1 757 058   ;68,5   ;1 663 866   ;64,9   ;93 192   ;5,3   
10;Delaware;1997;05;572 770   ;386 735   ;67,5   ;371 047   ;64,8   ;15 688   ;4,1   
11;District of Columbia;1997;05;450 539   ;281 052   ;62,4   ;259 399   ;57,6   ;21 653   ;7,7   
12;Florida;1997;05;11 788 614   ;7 353 959   ;62,4   ;6 995 619   ;59,3   ;358 340   ;4,9   
13;Georgia;1997;05;5 709 968   ;3 946 794   ;69,1   ;3 763 232   ;65,9   ;183 562   ;4,7   
15;Hawaii;1997;05;887 673   ;601 226   ;67,7   ;563 470   ;63,5   ;37 756   ;6,3   
16;Idaho;1997;05;897 011   ;633 184   ;70,6   ;600 568   ;67,0   ;32 616   ;5,2   
17;Illinois;1997;05;9 150 154   ;6 291 638   ;68,8   ;5 997 048   ;65,5   ;294 590   ;4,7   
18;Indiana;1997;05;4 505 497   ;3 121 884   ;69,3   ;3 013 603   ;66,9   ;108 281   ;3,5   
19;Iowa;1997;05;2 202 201   ;1 606 213   ;72,9   ;1 555 740   ;70,6   ;50 473   ;3,1   
20;Kansas;1997;05;1 954 052   ;1 377 933   ;70,5   ;1 325 860   ;67,9   ;52 073   ;3,8   
21;Kentucky;1997;05;3 001 431   ;1 915 531   ;63,8   ;1 810 720   ;60,3   ;104 811   ;5,5   
22;Louisiana;1997;05;3 240 895   ;2 017 640   ;62,3   ;1 892 896   ;58,4   ;124 744   ;6,2   
23;Maine;1997;05;969 938   ;658 285   ;67,9   ;624 254   ;64,4   ;34 031   ;5,2   
24;Maryland;1997;05;3 884 396   ;2 766 699   ;71,2   ;2 628 923   ;67,7   ;137 776   ;5,0   
25;Massachusetts;1997;05;4 814 116   ;3 303 928   ;68,6   ;3 170 810   ;65,9   ;133 118   ;4,0   
26;Michigan;1997;05;7 396 279   ;4 942 295   ;66,8   ;4 733 004   ;64,0   ;209 291   ;4,2   
27;Minnesota;1997;05;3 578 970   ;2 672 438   ;74,7   ;2 583 236   ;72,2   ;89 202   ;3,3   
28;Mississippi;1997;05;2 044 068   ;1 271 678   ;62,2   ;1 199 944   ;58,7   ;71 734   ;5,6   
29;Missouri;1997;05;4 126 758   ;2 923 165   ;70,8   ;2 801 579   ;67,9   ;121 586   ;4,2   
30;Montana;1997;05;672 998   ;451 386   ;67,1   ;427 212   ;63,5   ;24 174   ;5,4   
31;Nebraska;1997;05;1 256 694   ;920 256   ;73,2   ;897 159   ;71,4   ;23 097   ;2,5   
32;Nevada;1997;05;1 346 380   ;935 714   ;69,5   ;894 851   ;66,5   ;40 863   ;4,4   
33;New Hampshire;1997;05;906 519   ;647 959   ;71,5   ;625 591   ;69,0   ;22 368   ;3,5   
34;New Jersey;1997;05;6 293 863   ;4 268 310   ;67,8   ;4 043 269   ;64,2   ;225 041   ;5,3   
35;New Mexico;1997;05;1 296 889   ;820 687   ;63,3   ;768 053   ;59,2   ;52 634   ;6,4   
36;New York;1997;05;14 279 199   ;9 012 356   ;63,1   ;8 419 436   ;59,0   ;592 920   ;6,6   
51000;New York city;1997;05;6 007 471   ;3 510 191   ;58,4   ;3 164 643   ;52,7   ;345 548   ;9,8   
37;North Carolina;1997;05;5 815 350   ;3 991 196   ;68,6   ;3 840 948   ;66,0   ;150 248   ;3,8   
38;North Dakota;1997;05;485 407   ;351 869   ;72,5   ;341 578   ;70,4   ;10 291   ;2,9   
39;Ohio;1997;05;8 541 715   ;5 686 861   ;66,6   ;5 425 890   ;63,5   ;260 971   ;4,6   
40;Oklahoma;1997;05;2 505 802   ;1 607 928   ;64,2   ;1 541 575   ;61,5   ;66 353   ;4,1   
41;Oregon;1997;05;2 539 074   ;1 743 065   ;68,6   ;1 643 904   ;64,7   ;99 161   ;5,7   
42;Pennsylvania;1997;05;9 416 291   ;6 054 931   ;64,3   ;5 734 924   ;60,9   ;320 007   ;5,3   
44;Rhode Island;1997;05;793 455   ;526 711   ;66,4   ;499 361   ;62,9   ;27 350   ;5,2   
45;South Carolina;1997;05;2 891 039   ;1 911 059   ;66,1   ;1 818 371   ;62,9   ;92 688   ;4,9   
46;South Dakota;1997;05;548 906   ;393 245   ;71,6   ;381 737   ;69,5   ;11 508   ;2,9   
47;Tennessee;1997;05;4 210 962   ;2 786 108   ;66,2   ;2 634 707   ;62,6   ;151 401   ;5,4   
48;Texas;1997;05;14 311 520   ;9 909 452   ;69,2   ;9 371 279   ;65,5   ;538 173   ;5,4   
49;Utah;1997;05;1 486 909   ;1 066 964   ;71,8   ;1 034 003   ;69,5   ;32 961   ;3,1   
50;Vermont;1997;05;458 169   ;326 601   ;71,3   ;313 538   ;68,4   ;13 063   ;4,0   
51;Virginia;1997;05;5 108 361   ;3 449 329   ;67,5   ;3 307 182   ;64,7   ;142 147   ;4,1   
53;Washington;1997;05;4 262 645   ;2 972 586   ;69,7   ;2 824 594   ;66,3   ;147 992   ;5,0   
54;West Virginia;1997;05;1 436 007   ;796 247   ;55,4   ;741 989   ;51,7   ;54 258   ;6,8   
55;Wisconsin;1997;05;3 982 538   ;2 962 434   ;74,4   ;2 854 757   ;71,7   ;107 677   ;3,6   
56;Wyoming;1997;05;364 912   ;253 620   ;69,5   ;241 284   ;66,1   ;12 336   ;4,9   
01;Alabama;1997;06;3 307 188   ;2 136 263   ;64,6   ;2 027 419   ;61,3   ;108 844   ;5,1   
02;Alaska;1997;06;423 224   ;313 294   ;74,0   ;290 679   ;68,7   ;22 615   ;7,2   
04;Arizona;1997;06;3 581 541   ;2 301 551   ;64,3   ;2 198 669   ;61,4   ;102 882   ;4,5   
05;Arkansas;1997;06;1 962 060   ;1 244 657   ;63,4   ;1 179 429   ;60,1   ;65 228   ;5,2   
06;California;1997;06;23 800 238   ;15 778 082   ;66,3   ;14 778 297   ;62,1   ;999 785   ;6,3   
037;Los Angeles County;1997;06;6 749 509   ;4 416 496   ;65,4   ;4 111 964   ;60,9   ;304 532   ;6,9   
08;Colorado;1997;06;3 039 975   ;2 213 431   ;72,8   ;2 139 347   ;70,4   ;74 084   ;3,3   
09;Connecticut;1997;06;2 565 677   ;1 756 399   ;68,5   ;1 665 824   ;64,9   ;90 575   ;5,2   
10;Delaware;1997;06;572 846   ;386 686   ;67,5   ;371 352   ;64,8   ;15 334   ;4,0   
11;District of Columbia;1997;06;449 904   ;281 170   ;62,5   ;259 168   ;57,6   ;22 002   ;7,8   
12;Florida;1997;06;11 808 970   ;7 374 788   ;62,5   ;7 020 262   ;59,4   ;354 526   ;4,8   
13;Georgia;1997;06;5 720 979   ;3 955 998   ;69,1   ;3 776 003   ;66,0   ;179 995   ;4,5   
15;Hawaii;1997;06;888 804   ;601 580   ;67,7   ;563 703   ;63,4   ;37 877   ;6,3   
16;Idaho;1997;06;898 011   ;634 171   ;70,6   ;601 584   ;67,0   ;32 587   ;5,1   
17;Illinois;1997;06;9 154 402   ;6 295 146   ;68,8   ;6 004 697   ;65,6   ;290 449   ;4,6   
18;Indiana;1997;06;4 508 065   ;3 126 957   ;69,4   ;3 016 917   ;66,9   ;110 040   ;3,5   
19;Iowa;1997;06;2 202 529   ;1 604 068   ;72,8   ;1 554 651   ;70,6   ;49 417   ;3,1   
20;Kansas;1997;06;1 955 063   ;1 380 300   ;70,6   ;1 329 096   ;68,0   ;51 204   ;3,7   
21;Kentucky;1997;06;3 002 480   ;1 918 248   ;63,9   ;1 815 100   ;60,5   ;103 148   ;5,4   
22;Louisiana;1997;06;3 242 916   ;2 020 819   ;62,3   ;1 896 882   ;58,5   ;123 937   ;6,1   
23;Maine;1997;06;969 915   ;657 302   ;67,8   ;623 857   ;64,3   ;33 445   ;5,1   
24;Maryland;1997;06;3 886 221   ;2 767 100   ;71,2   ;2 630 057   ;67,7   ;137 043   ;5,0   
25;Massachusetts;1997;06;4 817 106   ;3 307 949   ;68,7   ;3 176 212   ;65,9   ;131 737   ;4,0   
26;Michigan;1997;06;7 398 979   ;4 950 023   ;66,9   ;4 743 300   ;64,1   ;206 723   ;4,2   
27;Minnesota;1997;06;3 582 655   ;2 677 436   ;74,7   ;2 589 074   ;72,3   ;88 362   ;3,3   
28;Mississippi;1997;06;2 045 170   ;1 272 747   ;62,2   ;1 200 423   ;58,7   ;72 324   ;5,7   
29;Missouri;1997;06;4 130 340   ;2 926 115   ;70,8   ;2 804 521   ;67,9   ;121 594   ;4,2   
30;Montana;1997;06;672 964   ;451 918   ;67,2   ;427 673   ;63,6   ;24 245   ;5,4   
31;Nebraska;1997;06;1 256 938   ;920 904   ;73,3   ;897 914   ;71,4   ;22 990   ;2,5   
32;Nevada;1997;06;1 351 305   ;938 889   ;69,5   ;898 102   ;66,5   ;40 787   ;4,3   
33;New Hampshire;1997;06;907 615   ;649 407   ;71,6   ;627 363   ;69,1   ;22 044   ;3,4   
34;New Jersey;1997;06;6 298 041   ;4 269 377   ;67,8   ;4 046 560   ;64,3   ;222 817   ;5,2   
35;New Mexico;1997;06;1 298 101   ;822 204   ;63,3   ;770 466   ;59,4   ;51 738   ;6,3   
36;New York;1997;06;14 283 279   ;9 033 067   ;63,2   ;8 440 764   ;59,1   ;592 303   ;6,6   
51000;New York city;1997;06;6 011 301   ;3 518 027   ;58,5   ;3 174 986   ;52,8   ;343 041   ;9,8   
37;North Carolina;1997;06;5 824 838   ;3 992 555   ;68,5   ;3 843 024   ;66,0   ;149 531   ;3,7   
38;North Dakota;1997;06;485 478   ;351 750   ;72,5   ;341 582   ;70,4   ;10 168   ;2,9   
39;Ohio;1997;06;8 543 644   ;5 689 745   ;66,6   ;5 435 731   ;63,6   ;254 014   ;4,5   
40;Oklahoma;1997;06;2 507 991   ;1 610 165   ;64,2   ;1 543 721   ;61,6   ;66 444   ;4,1   
41;Oregon;1997;06;2 542 345   ;1 747 119   ;68,7   ;1 648 876   ;64,9   ;98 243   ;5,6   
42;Pennsylvania;1997;06;9 415 902   ;6 059 396   ;64,4   ;5 741 451   ;61,0   ;317 945   ;5,2   
44;Rhode Island;1997;06;793 943   ;528 058   ;66,5   ;500 737   ;63,1   ;27 321   ;5,2   
45;South Carolina;1997;06;2 895 017   ;1 911 124   ;66,0   ;1 821 943   ;62,9   ;89 181   ;4,7   
46;South Dakota;1997;06;548 995   ;393 892   ;71,7   ;382 411   ;69,7   ;11 481   ;2,9   
47;Tennessee;1997;06;4 216 557   ;2 789 245   ;66,1   ;2 637 983   ;62,6   ;151 262   ;5,4   
48;Texas;1997;06;14 335 122   ;9 925 891   ;69,2   ;9 395 133   ;65,5   ;530 758   ;5,3   
49;Utah;1997;06;1 489 358   ;1 069 413   ;71,8   ;1 036 363   ;69,6   ;33 050   ;3,1   
50;Vermont;1997;06;458 193   ;327 374   ;71,4   ;314 492   ;68,6   ;12 882   ;3,9   
51;Virginia;1997;06;5 113 488   ;3 451 876   ;67,5   ;3 315 314   ;64,8   ;136 562   ;4,0   
53;Washington;1997;06;4 268 888   ;2 983 172   ;69,9   ;2 836 754   ;66,5   ;146 418   ;4,9   
54;West Virginia;1997;06;1 435 884   ;795 949   ;55,4   ;742 415   ;51,7   ;53 534   ;6,7   
55;Wisconsin;1997;06;3 984 994   ;2 968 036   ;74,5   ;2 861 245   ;71,8   ;106 791   ;3,6   
56;Wyoming;1997;06;365 933   ;253 605   ;69,3   ;241 465   ;66,0   ;12 140   ;4,8   
01;Alabama;1997;07;3 308 990   ;2 139 910   ;64,7   ;2 031 063   ;61,4   ;108 847   ;5,1   
02;Alaska;1997;07;423 215   ;313 475   ;74,1   ;291 091   ;68,8   ;22 384   ;7,1   
04;Arizona;1997;07;3 591 325   ;2 305 960   ;64,2   ;2 204 528   ;61,4   ;101 432   ;4,4   
05;Arkansas;1997;07;1 964 471   ;1 243 704   ;63,3   ;1 178 391   ;60,0   ;65 313   ;5,3   
06;California;1997;07;23 834 329   ;15 810 801   ;66,3   ;14 819 455   ;62,2   ;991 346   ;6,3   
037;Los Angeles County;1997;07;6 755 418   ;4 426 318   ;65,5   ;4 127 308   ;61,1   ;299 010   ;6,8   
08;Colorado;1997;07;3 045 953   ;2 223 076   ;73,0   ;2 149 562   ;70,6   ;73 514   ;3,3   
09;Connecticut;1997;07;2 566 140   ;1 754 926   ;68,4   ;1 667 311   ;65,0   ;87 615   ;5,0   
10;Delaware;1997;07;573 922   ;386 764   ;67,4   ;371 772   ;64,8   ;14 992   ;3,9   
11;District of Columbia;1997;07;450 270   ;281 567   ;62,5   ;259 129   ;57,5   ;22 438   ;8,0   
12;Florida;1997;07;11 830 325   ;7 391 349   ;62,5   ;7 041 164   ;59,5   ;350 185   ;4,7   
13;Georgia;1997;07;5 732 990   ;3 964 918   ;69,2   ;3 788 057   ;66,1   ;176 861   ;4,5   
15;Hawaii;1997;07;888 936   ;601 792   ;67,7   ;563 952   ;63,4   ;37 840   ;6,3   
16;Idaho;1997;07;900 011   ;634 849   ;70,5   ;602 329   ;66,9   ;32 520   ;5,1   
17;Illinois;1997;07;9 159 651   ;6 299 557   ;68,8   ;6 010 198   ;65,6   ;289 359   ;4,6   
18;Indiana;1997;07;4 510 632   ;3 130 112   ;69,4   ;3 018 450   ;66,9   ;111 662   ;3,6   
19;Iowa;1997;07;2 203 857   ;1 601 675   ;72,7   ;1 553 012   ;70,5   ;48 663   ;3,0   
20;Kansas;1997;07;1 957 075   ;1 382 574   ;70,6   ;1 332 004   ;68,1   ;50 570   ;3,7   
21;Kentucky;1997;07;3 003 530   ;1 920 531   ;63,9   ;1 818 831   ;60,6   ;101 700   ;5,3   
22;Louisiana;1997;07;3 244 938   ;2 023 601   ;62,4   ;1 901 115   ;58,6   ;122 486   ;6,1   
23;Maine;1997;07;970 892   ;656 193   ;67,6   ;623 436   ;64,2   ;32 757   ;5,0   
24;Maryland;1997;07;3 889 045   ;2 767 296   ;71,2   ;2 630 857   ;67,6   ;136 439   ;4,9   
25;Massachusetts;1997;07;4 820 096   ;3 310 952   ;68,7   ;3 180 910   ;66,0   ;130 042   ;3,9   
26;Michigan;1997;07;7 402 679   ;4 957 807   ;67,0   ;4 752 198   ;64,2   ;205 609   ;4,1   
27;Minnesota;1997;07;3 586 340   ;2 682 412   ;74,8   ;2 595 033   ;72,4   ;87 379   ;3,3   
28;Mississippi;1997;07;2 047 272   ;1 273 822   ;62,2   ;1 200 698   ;58,6   ;73 124   ;5,7   
29;Missouri;1997;07;4 133 921   ;2 929 603   ;70,9   ;2 806 503   ;67,9   ;123 100   ;4,2   
30;Montana;1997;07;673 930   ;452 504   ;67,1   ;428 248   ;63,5   ;24 256   ;5,4   
31;Nebraska;1997;07;1 258 182   ;921 559   ;73,2   ;898 653   ;71,4   ;22 906   ;2,5   
32;Nevada;1997;07;1 357 231   ;942 001   ;69,4   ;901 220   ;66,4   ;40 781   ;4,3   
33;New Hampshire;1997;07;908 711   ;650 661   ;71,6   ;629 021   ;69,2   ;21 640   ;3,3   
34;New Jersey;1997;07;6 302 219   ;4 268 991   ;67,7   ;4 048 062   ;64,2   ;220 929   ;5,2   
35;New Mexico;1997;07;1 299 313   ;823 669   ;63,4   ;772 766   ;59,5   ;50 903   ;6,2   
36;New York;1997;07;14 288 360   ;9 046 902   ;63,3   ;8 457 735   ;59,2   ;589 167   ;6,5   
51000;New York city;1997;07;6 015 431   ;3 523 189   ;58,6   ;3 185 026   ;52,9   ;338 163   ;9,6   
37;North Carolina;1997;07;5 833 325   ;3 991 494   ;68,4   ;3 843 069   ;65,9   ;148 425   ;3,7   
38;North Dakota;1997;07;485 550   ;351 530   ;72,4   ;341 657   ;70,4   ;9 873   ;2,8   
39;Ohio;1997;07;8 545 573   ;5 694 278   ;66,6   ;5 443 764   ;63,7   ;250 514   ;4,4   
40;Oklahoma;1997;07;2 510 180   ;1 612 098   ;64,2   ;1 545 693   ;61,6   ;66 405   ;4,1   
41;Oregon;1997;07;2 545 615   ;1 751 600   ;68,8   ;1 653 969   ;65,0   ;97 631   ;5,6   
42;Pennsylvania;1997;07;9 416 512   ;6 062 910   ;64,4   ;5 748 703   ;61,0   ;314 207   ;5,2   
44;Rhode Island;1997;07;793 432   ;529 274   ;66,7   ;501 995   ;63,3   ;27 279   ;5,2   
45;South Carolina;1997;07;2 898 995   ;1 911 037   ;65,9   ;1 825 560   ;63,0   ;85 477   ;4,5   
46;South Dakota;1997;07;549 084   ;394 354   ;71,8   ;382 885   ;69,7   ;11 469   ;2,9   
47;Tennessee;1997;07;4 222 152   ;2 791 317   ;66,1   ;2 640 948   ;62,5   ;150 369   ;5,4   
48;Texas;1997;07;14 358 723   ;9 939 510   ;69,2   ;9 416 480   ;65,6   ;523 030   ;5,3   
49;Utah;1997;07;1 492 806   ;1 071 713   ;71,8   ;1 038 390   ;69,6   ;33 323   ;3,1   
50;Vermont;1997;07;459 218   ;328 195   ;71,5   ;315 507   ;68,7   ;12 688   ;3,9   
51;Virginia;1997;07;5 118 616   ;3 452 464   ;67,4   ;3 322 216   ;64,9   ;130 248   ;3,8   
53;Washington;1997;07;4 276 131   ;2 992 356   ;70,0   ;2 847 664   ;66,6   ;144 692   ;4,8   
54;West Virginia;1997;07;1 435 760   ;795 869   ;55,4   ;742 706   ;51,7   ;53 163   ;6,7   
55;Wisconsin;1997;07;3 987 449   ;2 974 002   ;74,6   ;2 868 093   ;71,9   ;105 909   ;3,6   
56;Wyoming;1997;07;365 955   ;253 588   ;69,3   ;241 640   ;66,0   ;11 948   ;4,7   
01;Alabama;1997;08;3 312 792   ;2 142 358   ;64,7   ;2 034 281   ;61,4   ;108 077   ;5,0   
02;Alaska;1997;08;424 207   ;313 610   ;73,9   ;291 474   ;68,7   ;22 136   ;7,1   
04;Arizona;1997;08;3 600 109   ;2 311 287   ;64,2   ;2 210 559   ;61,4   ;100 728   ;4,4   
05;Arkansas;1997;08;1 965 883   ;1 242 413   ;63,2   ;1 177 158   ;59,9   ;65 255   ;5,3   
06;California;1997;08;23 876 421   ;15 842 518   ;66,4   ;14 858 017   ;62,2   ;984 501   ;6,2   
037;Los Angeles County;1997;08;6 764 527   ;4 435 718   ;65,6   ;4 141 765   ;61,2   ;293 953   ;6,6   
08;Colorado;1997;08;3 051 930   ;2 232 379   ;73,1   ;2 158 855   ;70,7   ;73 524   ;3,3   
09;Connecticut;1997;08;2 567 603   ;1 752 684   ;68,3   ;1 668 386   ;65,0   ;84 298   ;4,8   
10;Delaware;1997;08;573 998   ;386 952   ;67,4   ;372 316   ;64,9   ;14 636   ;3,8   
11;District of Columbia;1997;08;450 636   ;282 131   ;62,6   ;259 223   ;57,5   ;22 908   ;8,1   
12;Florida;1997;08;11 851 680   ;7 404 058   ;62,5   ;7 058 020   ;59,6   ;346 038   ;4,7   
13;Georgia;1997;08;5 744 000   ;3 974 237   ;69,2   ;3 799 734   ;66,2   ;174 503   ;4,4   
15;Hawaii;1997;08;890 067   ;601 745   ;67,6   ;564 099   ;63,4   ;37 646   ;6,3   
16;Idaho;1997;08;901 012   ;635 214   ;70,5   ;602 773   ;66,9   ;32 441   ;5,1   
17;Illinois;1997;08;9 166 900   ;6 305 490   ;68,8   ;6 014 181   ;65,6   ;291 309   ;4,6   
18;Indiana;1997;08;4 513 200   ;3 131 417   ;69,4   ;3 018 608   ;66,9   ;112 809   ;3,6   
19;Iowa;1997;08;2 205 185   ;1 599 568   ;72,5   ;1 551 366   ;70,4   ;48 202   ;3,0   
20;Kansas;1997;08;1 958 087   ;1 384 738   ;70,7   ;1 334 562   ;68,2   ;50 176   ;3,6   
21;Kentucky;1997;08;3 007 580   ;1 921 979   ;63,9   ;1 821 984   ;60,6   ;99 995   ;5,2   
22;Louisiana;1997;08;3 246 959   ;2 026 302   ;62,4   ;1 905 702   ;58,7   ;120 600   ;6,0   
23;Maine;1997;08;970 869   ;655 166   ;67,5   ;622 906   ;64,2   ;32 260   ;4,9   
24;Maryland;1997;08;3 891 870   ;2 767 856   ;71,1   ;2 631 669   ;67,6   ;136 187   ;4,9   
25;Massachusetts;1997;08;4 824 086   ;3 313 558   ;68,7   ;3 185 527   ;66,0   ;128 031   ;3,9   
26;Michigan;1997;08;7 406 378   ;4 965 717   ;67,0   ;4 760 203   ;64,3   ;205 514   ;4,1   
27;Minnesota;1997;08;3 590 025   ;2 686 805   ;74,8   ;2 600 764   ;72,4   ;86 041   ;3,2   
28;Mississippi;1997;08;2 049 374   ;1 274 809   ;62,2   ;1 201 128   ;58,6   ;73 681   ;5,8   
29;Missouri;1997;08;4 137 503   ;2 932 760   ;70,9   ;2 807 624   ;67,9   ;125 136   ;4,3   
30;Montana;1997;08;673 897   ;453 216   ;67,3   ;428 954   ;63,7   ;24 262   ;5,4   
31;Nebraska;1997;08;1 259 426   ;922 210   ;73,2   ;899 417   ;71,4   ;22 793   ;2,5   
32;Nevada;1997;08;1 363 156   ;944 991   ;69,3   ;904 168   ;66,3   ;40 823   ;4,3   
33;New Hampshire;1997;08;909 806   ;651 650   ;71,6   ;630 463   ;69,3   ;21 187   ;3,3   
34;New Jersey;1997;08;6 308 398   ;4 267 202   ;67,6   ;4 048 492   ;64,2   ;218 710   ;5,1   
35;New Mexico;1997;08;1 301 526   ;825 085   ;63,4   ;774 826   ;59,5   ;50 259   ;6,1   
36;New York;1997;08;14 298 441   ;9 054 149   ;63,3   ;8 470 816   ;59,2   ;583 333   ;6,4   
51000;New York city;1997;08;6 021 761   ;3 525 531   ;58,5   ;3 194 508   ;53,0   ;331 023   ;9,4   
37;North Carolina;1997;08;5 843 812   ;3 989 338   ;68,3   ;3 842 101   ;65,7   ;147 237   ;3,7   
38;North Dakota;1997;08;485 622   ;351 301   ;72,3   ;341 842   ;70,4   ;9 459   ;2,7   
39;Ohio;1997;08;8 549 503   ;5 700 403   ;66,7   ;5 449 751   ;63,7   ;250 652   ;4,4   
40;Oklahoma;1997;08;2 512 369   ;1 613 684   ;64,2   ;1 547 658   ;61,6   ;66 026   ;4,1   
41;Oregon;1997;08;2 549 886   ;1 756 214   ;68,9   ;1 658 898   ;65,1   ;97 316   ;5,5   
42;Pennsylvania;1997;08;9 420 122   ;6 065 444   ;64,4   ;5 756 498   ;61,1   ;308 946   ;5,1   
44;Rhode Island;1997;08;794 920   ;530 252   ;66,7   ;503 052   ;63,3   ;27 200   ;5,1   
45;South Carolina;1997;08;2 902 973   ;1 911 076   ;65,8   ;1 829 413   ;63,0   ;81 663   ;4,3   
46;South Dakota;1997;08;549 173   ;394 661   ;71,9   ;383 211   ;69,8   ;11 450   ;2,9   
47;Tennessee;1997;08;4 227 747   ;2 791 968   ;66,0   ;2 643 732   ;62,5   ;148 236   ;5,3   
48;Texas;1997;08;14 384 324   ;9 951 222   ;69,2   ;9 435 322   ;65,6   ;515 900   ;5,2   
49;Utah;1997;08;1 496 255   ;1 073 984   ;71,8   ;1 040 240   ;69,5   ;33 744   ;3,1   
50;Vermont;1997;08;459 242   ;329 008   ;71,6   ;316 487   ;68,9   ;12 521   ;3,8   
51;Virginia;1997;08;5 123 744   ;3 451 739   ;67,4   ;3 327 926   ;65,0   ;123 813   ;3,6   
53;Washington;1997;08;4 283 375   ;3 000 201   ;70,0   ;2 857 166   ;66,7   ;143 035   ;4,8   
54;West Virginia;1997;08;1 435 637   ;795 929   ;55,4   ;742 862   ;51,7   ;53 067   ;6,7   
